"","datetime","Org","NH4","SO4","NO3","Chl","qc_flag_Org","qc_flag_NH4","qc_flag_SO4","qc_flag_NO3","qc_flag_Chl"
"2420","2026-04-11 19:00:00",0.193279093325748,0.0372542421335182,NA,0.0504162542406983,NA,"1a","1a","0a","1a","0a"
"2421","2026-04-11 20:00:00",0.481503713016013,0.0919221444267043,NA,0.0248255946504162,NA,"1a","1a","0a","1a","0a"
"2422","2026-04-11 21:00:00",0.0621323053080131,NA,0.0469081132197478,0.0158355855083218,NA,"1a","0a","1a","1a","0a"
"2423","2026-04-11 22:00:00",0.193742266836581,NA,0.045532352228629,0.0266380120065356,NA,"1a","0a","1a","1a","0a"
"2424","2026-04-11 23:00:00",0.287097736450025,0.0411142441674577,0.012342290243473,0.0321533317474073,NA,"1a","1a","1a","1a","0a"
"2425","2026-04-12 00:00:00",0.100490837973925,NA,0.0182836246259122,0.0315921059438877,NA,"1a","0a","1a","1a","0a"
"2426","2026-04-12 01:00:00",0.057087548442115,0.0659882261587906,0.0497195649663759,0.0227952654684533,NA,"1a","1a","1a","1a","0a"
"2427","2026-04-12 02:00:00",0.146062906802641,NA,0.0121351352080912,0.0308827837891295,NA,"1a","0a","1a","1a","0a"
"2428","2026-04-12 03:00:00",0.0781130689586945,NA,0.0497404143037976,0.0349108792533956,NA,"1a","0a","1a","1a","0a"
"2429","2026-04-12 04:00:00",NA,NA,0.0680506380881073,0.0424565717619505,NA,"0a","0a","1a","1a","0a"
"2430","2026-04-12 05:00:00",0.0993684032429308,0.0618907763385896,0.0176591103886911,0.0277171794545581,NA,"1a","1a","1a","1a","0a"
"2431","2026-04-12 06:00:00",0.278250338949749,0.0151212415596026,0.0150656842526145,0.0169809828125654,NA,"1a","1a","1a","1a","0a"
"2432","2026-04-12 07:00:00",0.216434783531817,NA,0.0106267015564107,0.0255300956008277,NA,"1a","0a","1a","1a","0a"
"2433","2026-04-12 08:00:00",0.290322094759512,0.04443005794614,0.0296682181177925,0.0336165360842864,NA,"1a","1a","1a","1a","0a"
"2434","2026-04-12 09:00:00",0.0358237783664371,0.072450037180521,0.0195197164107934,0.0289334034179487,NA,"1a","1a","1a","1a","0a"
"2435","2026-04-12 10:00:00",NA,0.0250022118673566,0.0428003832925654,0.0123643651537676,NA,"0a","1a","1a","1a","0a"
"2436","2026-04-12 11:00:00",NA,NA,0.0310909746391231,0.0145070229541949,NA,"0a","0a","1a","1a","0a"
"2437","2026-04-12 12:00:00",0.302098017688704,NA,0.0112821438974152,0.0108843538940211,NA,"1a","0a","1a","1a","0a"
"2438","2026-04-12 13:00:00",0.111732877574882,NA,0.00931440057837401,0.0254914281561323,NA,"1a","0a","1a","1a","0a"
"2439","2026-04-12 14:00:00",0.167477362367349,0.103993358373766,0.0356840762134367,0.0119651093495257,NA,"1a","1a","1a","1a","0a"
"2440","2026-04-12 15:00:00",0.246992619433433,0.0174497880426619,0.0107903067180752,0.0298820672032122,NA,"1a","1a","1a","1a","0a"
"2441","2026-04-12 16:00:00",NA,NA,0.0497318589316541,0.00715243249994162,NA,"0a","0a","1a","1a","0a"
"2442","2026-04-12 17:00:00",0.159138889417785,0.266823378307027,0.0309793946843924,0.0144894778702148,NA,"1a","1a","1a","1a","0a"
"2443","2026-04-12 18:00:00",0.37217118581637,NA,0.000462542162353458,0.0202419218370103,NA,"1a","0a","1a","1a","0a"
"2444","2026-04-12 19:00:00",0.688588460288888,NA,0.0683550290228578,0.0542906467043368,NA,"1a","0a","1a","1a","0a"
"2445","2026-04-12 20:00:00",1.0586664141888,0.0484700275085926,0.0318789612297512,0.0800179647363089,NA,"1a","1a","1a","1a","0a"
"2446","2026-04-12 21:00:00",1.31484747955974,0.111392367861299,0.0630647918197439,0.156859060007613,NA,"1a","1a","1a","1a","0a"
"2447","2026-04-12 22:00:00",1.48519230155715,0.152995876011387,0.0178983224767121,0.220990951433815,NA,"1a","1a","1a","1a","0a"
"2448","2026-04-12 23:00:00",1.00269271541842,0.217505812367794,0.0164964093801696,0.172606426869245,NA,"1a","1a","1a","1a","0a"
"2449","2026-04-13 00:00:00",0.869273196389827,0.128030686779372,0.0655579578276462,0.139559745662444,NA,"1a","1a","1a","1a","0a"
"2450","2026-04-13 01:00:00",0.810980786729867,0.0371289086204774,0.0852564865022038,0.130348612903021,NA,"1a","1a","1a","1a","0a"
"2451","2026-04-13 02:00:00",0.547610831165515,0.182395059126579,0.0699344668552663,0.153160840391886,NA,"1a","1a","1a","1a","0a"
"2452","2026-04-13 03:00:00",0.4602005569201,0.066656261014504,0.0876733203022713,0.113391720341906,NA,"1a","1a","1a","1a","0a"
"2453","2026-04-13 04:00:00",0.511883921082982,0.0304958284557282,0.065952746220011,0.129935609751102,NA,"1a","1a","1a","1a","0a"
"2454","2026-04-13 05:00:00",0.394307909549821,NA,0.0933485665347502,0.137604253903082,NA,"1a","0a","1a","1a","0a"
"2455","2026-04-13 06:00:00",0.437388726963965,0.0170454280539607,0.0266671425856364,0.175584143530743,NA,"1a","1a","1a","1a","0a"
"2456","2026-04-13 07:00:00",0.668983449654321,0.211317477225467,0.0851778136442576,0.276786176461477,NA,"1a","1a","1a","1a","0a"
"2457","2026-04-13 08:00:00",0.498150992708185,0.263003470135667,0.0516904509131638,0.266446864802395,NA,"1a","1a","1a","1a","0a"
"2458","2026-04-13 09:00:00",0.441226242870107,NA,0.0659293661380769,0.165615710204457,NA,"1a","0a","1a","1a","0a"
"2459","2026-04-13 10:00:00",0.478718335785851,0.0491066193122197,0.107944815048969,0.107843855834577,NA,"1a","1a","1a","1a","0a"
"2460","2026-04-13 11:00:00",0.211799449348735,0.0563114224452086,0.0956057353236951,0.0555709686575708,NA,"1a","1a","1a","1a","0a"
"2461","2026-04-13 12:00:00",0.131727369037653,NA,0.0659995587712851,0.127658554597122,NA,"1a","0a","1a","1a","0a"
"2462","2026-04-13 13:00:00",0.164541348673366,0.036232182862995,0.141579802423607,0.122364079043364,NA,"1a","1a","1a","1a","0a"
"2463","2026-04-13 14:00:00",0.216709790427554,0.0544098431121731,0.111204052289269,0.103501596497505,NA,"1a","1a","1a","1a","0a"
"2464","2026-04-13 15:00:00",0.224280153402832,0.0649463076645105,0.0325478604977458,0.134213543881168,NA,"1a","1a","1a","1a","0a"
"2465","2026-04-13 16:00:00",0.247769612080985,0.0801109034454426,0.0566116289784573,0.0806337283727552,NA,"1a","1a","1a","1a","0a"
"2466","2026-04-13 17:00:00",0.142531004467116,0.0761148919481208,0.0604990323690989,0.143712019263188,NA,"1a","1a","1a","1a","0a"
"2467","2026-04-13 18:00:00",0.584362776708785,0.0112350588597295,0.0737829426128394,0.077552079814554,NA,"1a","1a","1a","1a","0a"
"2468","2026-04-13 19:00:00",0.58804991673046,0.0216348205655379,0.0755369317937429,0.0584557437392542,NA,"1a","1a","1a","1a","0a"
"2469","2026-04-13 20:00:00",0.406509768198299,0.0633991354757203,0.0571819037182664,0.0824558726767151,NA,"1a","1a","1a","1a","0a"
"2470","2026-04-13 21:00:00",0.922505121069762,0.121943646291628,0.0802108171231602,0.0980135433380041,NA,"1a","1a","1a","1a","0a"
"2471","2026-04-13 22:00:00",0.79306174228127,0.0198643160488879,0.0453110163222933,0.118104007564423,NA,"1a","1a","1a","1a","0a"
"2472","2026-04-13 23:00:00",0.904209027197849,0.0915186322652815,0.0861730192647706,0.130500446728164,NA,"1a","1a","1a","1a","0a"
"2473","2026-04-14 00:00:00",0.887615044571282,0.0954125508164728,0.0355112834672161,0.137859437709324,NA,"1a","1a","1a","1a","0a"
"2474","2026-04-14 01:00:00",0.669014561055838,0.0929283732993322,0.0408957998526495,0.102080101443703,0.000325704647466304,"1a","1a","1a","1a","1a"
"2475","2026-04-14 02:00:00",0.705632245244508,0.0537452757161925,0.0548948778377539,0.14402885510036,NA,"1a","1a","1a","1a","0a"
"2476","2026-04-14 03:00:00",0.669327902560869,0.237036669631079,0.0293338296899019,0.167621851389568,NA,"1a","1a","1a","1a","0a"
"2477","2026-04-14 04:00:00",0.509756064424879,0.137654546734603,0.086788169310207,0.142779222729565,NA,"1a","1a","1a","1a","0a"
"2478","2026-04-14 05:00:00",0.660753146514436,0.154172148272307,0.0683484288161324,0.199317453676153,NA,"1a","1a","1a","1a","0a"
"2479","2026-04-14 06:00:00",0.441386298670989,0.193743190683495,0.112039798878032,0.299977170597648,0.00882945858982641,"1a","1a","1a","1a","1a"
"2480","2026-04-14 07:00:00",0.400195751848302,0.156725752172789,0.0660492961626123,0.285082311150501,NA,"1a","1a","1a","1a","0a"
"2481","2026-04-14 08:00:00",0.277142979990275,0.106576512574558,0.0341290632620586,0.17641700892453,0.000511424623249485,"1a","1a","1a","1a","1a"
"2482","2026-04-14 09:00:00",0.124893611617403,0.103443531307526,0.0682199120601534,0.180901166320025,NA,"1a","1a","1a","1a","0a"
"2483","2026-04-14 10:00:00",0.945288677142397,0.232308259521871,0.176531782582783,0.243862655151587,NA,"1a","1a","1a","1a","0a"
"2484","2026-04-14 11:00:00",0.962630871536891,0.364946236474885,0.162023038047715,0.272912322896065,NA,"1a","1a","1a","1a","0a"
"2485","2026-04-14 12:00:00",0.789935045235937,0.377029735406401,0.286639489235076,0.238794856378436,NA,"1a","1a","1a","1a","0a"
"2486","2026-04-14 13:00:00",0.774564141597937,0.160256530993505,0.353889256176955,0.166041957156113,NA,"1a","1a","1a","1a","0a"
"2487","2026-04-14 14:00:00",0.686253758746357,0.244264966840606,0.251591988317628,0.103016331648195,NA,"1a","1a","1a","1a","0a"
"2488","2026-04-14 15:00:00",0.734889277837608,0.227310284700544,0.146375106782987,0.115121825915558,NA,"1a","1a","1a","1a","0a"
"2489","2026-04-14 16:00:00",0.892384307879329,0.2328596879345,0.146821475439474,0.159492400395255,NA,"1a","1a","1a","1a","0a"
"2490","2026-04-14 17:00:00",0.875802817949744,0.297497821667793,0.218381362481453,0.211032793860468,NA,"1a","1a","1a","1a","0a"
"2491","2026-04-14 18:00:00",0.725883248111813,NA,0.260427318595677,0.219405619870532,0.00747519773544732,"1a","0a","1a","1a","1a"
"2492","2026-04-14 19:00:00",1.06218020789566,0.558549338681986,0.310995816004924,0.545914983327322,NA,"1a","1a","1a","1a","0a"
"2493","2026-04-14 20:00:00",1.2197497224449,0.732798041558087,0.482391883221551,0.930505540620596,NA,"1a","1a","1a","1a","0a"
"2494","2026-04-14 21:00:00",1.41752827898541,0.912671871989949,0.470474522406439,1.14546723417461,NA,"1a","1a","1a","1a","0a"
"2495","2026-04-14 22:00:00",1.23380645170644,0.819761214316439,0.406323517610847,1.00024875685332,NA,"1a","1a","1a","1a","0a"
"2496","2026-04-14 23:00:00",0.821498938446561,0.419452185979019,0.29437972381238,0.371146897506981,NA,"1a","1a","1a","1a","0a"
"2497","2026-04-15 00:00:00",0.754387473198865,0.429727070537743,0.337186304885733,0.422462371030698,NA,"1a","1a","1a","1a","0a"
"2498","2026-04-15 01:00:00",0.55633670401341,0.388264072585173,0.263511031442102,0.380639490673775,NA,"1a","1a","1a","1a","0a"
"2499","2026-04-15 02:00:00",0.65502153055004,0.392427228742348,0.232030545024794,0.374756465688629,NA,"1a","1a","1a","1a","0a"
"2500","2026-04-15 03:00:00",0.576173761398591,0.258518877346133,0.143438585197392,0.379433179276119,NA,"1a","1a","1a","1a","0a"
"2501","2026-04-15 04:00:00",0.374903023138413,0.30301504902933,0.162469090509101,0.365490544060193,0.0135196032777338,"1a","1a","1a","1a","1a"
"2502","2026-04-15 05:00:00",0.172933070824646,NA,0.189961027473265,0.308568150391822,NA,"1a","0a","1a","1a","0a"
"2503","2026-04-15 06:00:00",0.206415909913991,0.271361254677711,0.0998748912211553,0.239320364919734,NA,"1a","1a","1a","1a","0a"
"2504","2026-04-15 07:00:00",0.202403935768681,0.24113489767659,0.108076373825311,0.198484382980732,NA,"1a","1a","1a","1a","0a"
"2505","2026-04-15 08:00:00",0.312365628375179,0.295163915943943,0.106955897071556,0.223753123411983,0.00169760968131091,"1a","1a","1a","1a","1a"
"2506","2026-04-15 09:00:00",0.377005149499188,0.217135212212166,0.212368022302148,0.195837984711837,NA,"1a","1a","1a","1a","0a"
"2507","2026-04-15 10:00:00",0.379663059581663,0.175927698560804,0.193209226507312,0.129863327672091,NA,"1a","1a","1a","1a","0a"
"2508","2026-04-15 11:00:00",0.261086208346443,0.140147359823898,0.319926845335732,0.109513730027713,NA,"1a","1a","1a","1a","0a"
"2509","2026-04-15 12:00:00",0.429788597969621,0.193183009996187,0.39599621162209,0.066114942319968,NA,"1a","1a","1a","1a","0a"
"2510","2026-04-15 13:00:00",0.507909116244035,0.200251485734037,0.229807995365577,0.0889671965664735,NA,"1a","1a","1a","1a","0a"
"2511","2026-04-15 14:00:00",0.607581669386937,0.102189477315759,0.24559444407312,0.0898363356903117,NA,"1a","1a","1a","1a","0a"
"2512","2026-04-15 15:00:00",0.368699541618222,0.141961671351909,0.198754564302631,0.0683013043035626,NA,"1a","1a","1a","1a","0a"
"2513","2026-04-15 16:00:00",0.492558318109181,NA,0.157347277240965,0.0670386465184191,0.00230021126569169,"1a","0a","1a","1a","1a"
"2514","2026-04-15 17:00:00",0.525098154546541,0.0110357128988677,0.154717642771139,0.0660815939623226,NA,"1a","1a","1a","1a","0a"
"2515","2026-04-15 18:00:00",0.250139858831847,NA,0.0739877053214884,0.078283247979232,NA,"1a","0a","1a","1a","0a"
"2516","2026-04-15 19:00:00",0.370121488653371,0.0471517503097623,0.161139433766466,0.0576271319557274,NA,"1a","1a","1a","1a","0a"
"2517","2026-04-15 20:00:00",0.709067308635999,0.0460332443956402,0.121976140198334,0.0974900733282814,NA,"1a","1a","1a","1a","0a"
"2518","2026-04-15 21:00:00",0.656860915434664,0.0526027900511045,0.0279988836284478,0.0882744070095483,NA,"1a","1a","1a","1a","0a"
"2519","2026-04-15 22:00:00",0.399831138438831,0.0350865666734519,0.112101354891452,0.0840737916527196,NA,"1a","1a","1a","1a","0a"
"2520","2026-04-15 23:00:00",0.531124429613675,0.0261732174442889,0.110856672469494,0.136805191519714,NA,"1a","1a","1a","1a","0a"
"2521","2026-04-16 00:00:00",0.489704165389346,0.0456620106787512,0.128441827702848,0.203564158903606,NA,"1a","1a","1a","1a","0a"
"2522","2026-04-16 01:00:00",0.337795343132622,0.109159733716929,0.0974782827261036,0.134743159588581,NA,"1a","1a","1a","1a","0a"
"2523","2026-04-16 02:00:00",0.139228086590121,0.034299591038395,0.0840984108123183,0.125338759723012,NA,"1a","1a","1a","1a","0a"
"2524","2026-04-16 03:00:00",0.44452203279966,0.00759468706723961,0.0530662890454168,0.106810047635205,NA,"1a","1a","1a","1a","0a"
"2525","2026-04-16 04:00:00",0.0690893295703065,0.0698196021813662,0.100161866564232,0.0508882119371157,NA,"1a","1a","1a","1a","0a"
"2526","2026-04-16 05:00:00",0.0816840133127997,0.12356829919872,0.11131950656799,0.105330404587291,NA,"1a","1a","1a","1a","0a"
"2527","2026-04-16 06:00:00",0.157977158697484,0.0333537483699985,NA,0.0723988703747881,NA,"1a","1a","0a","1a","0a"
"2528","2026-04-16 07:00:00",0.0422483882101838,0.113862485253711,0.133597940058775,0.093547735950894,NA,"1a","1a","1a","1a","0a"
"2529","2026-04-16 08:00:00",0.16558838034648,0.0899838197548478,0.139401285530631,0.0771077453718099,NA,"1a","1a","1a","1a","0a"
"2530","2026-04-16 09:00:00",0.32716519519372,0.00901953960388023,0.120137265979074,0.08729438657602,NA,"1a","1a","1a","1a","0a"
"2531","2026-04-16 10:00:00",0.327866481986826,0.00628865254152504,0.158310546280223,0.123127359070146,NA,"1a","1a","1a","1a","0a"
"2532","2026-04-16 11:00:00",0.271152436580594,0.0729515781286512,0.0617226245589084,0.104991401301675,NA,"1a","1a","1a","1a","0a"
"2533","2026-04-16 12:00:00",0.202452857275815,0.0289980531362363,0.135543510994355,0.200522176128654,NA,"1a","1a","1a","1a","0a"
"2534","2026-04-16 13:00:00",0.358601520822119,0.113847457481607,0.04951907621436,0.238729935070278,NA,"1a","1a","1a","1a","0a"
"2535","2026-04-16 14:00:00",0.436598492935646,0.0581704822494681,0.103078052045466,0.181443482083009,NA,"1a","1a","1a","1a","0a"
"2536","2026-04-16 15:00:00",0.547015087147322,0.0753445931149716,0.1015201130206,0.154361016958829,NA,"1a","1a","1a","1a","0a"
"2537","2026-04-16 16:00:00",0.331560718763597,0.0630285797408141,0.151525105137478,0.192555071336678,NA,"1a","1a","1a","1a","0a"
"2538","2026-04-16 17:00:00",0.450703551396833,NA,0.105350230658913,0.0760345605557562,NA,"1a","0a","1a","1a","0a"
"2539","2026-04-16 18:00:00",0.758300511994283,0.0229752894518986,0.0226043462071059,0.203790528533199,NA,"1a","1a","1a","1a","0a"
"2540","2026-04-16 19:00:00",0.703366347553702,0.140554403438846,0.14334964785734,0.184533628303983,NA,"1a","1a","1a","1a","0a"
"2541","2026-04-16 20:00:00",0.98404975923148,0.00410711067557969,0.140948378721044,0.17351325500325,NA,"1a","1a","1a","1a","0a"
"2542","2026-04-16 21:00:00",1.27240508459813,0.140522334283612,0.0935382242273413,0.172282698758585,NA,"1a","1a","1a","1a","0a"
"2543","2026-04-16 22:00:00",1.08176753300403,0.133347420644385,0.0293533670370731,0.330644513767064,NA,"1a","1a","1a","1a","0a"
"2544","2026-04-16 23:00:00",1.04583173833311,0.0993074445615093,0.135784797201519,0.209712855028677,NA,"1a","1a","1a","1a","0a"
"2545","2026-04-17 00:00:00",0.632071940276985,0.0950068256150787,0.247656667217835,0.181544227014785,NA,"1a","1a","1a","1a","0a"
"2546","2026-04-17 01:00:00",0.489415690199381,0.27476743421907,0.37025235141053,0.173736151182249,NA,"1a","1a","1a","1a","0a"
"2547","2026-04-17 02:00:00",0.515167108833321,0.280685514463076,0.370752400412466,0.186401992814303,NA,"1a","1a","1a","1a","0a"
"2548","2026-04-17 03:00:00",0.43669526656808,0.215108153045098,0.308901568315989,0.182683473890494,NA,"1a","1a","1a","1a","0a"
"2549","2026-04-17 04:00:00",0.440637388114504,0.234823574320504,0.29626944195589,0.190538950658569,NA,"1a","1a","1a","1a","0a"
"2550","2026-04-17 05:00:00",0.397533481755368,0.272889135907722,0.275681173021992,0.219237240698887,NA,"1a","1a","1a","1a","0a"
"2551","2026-04-17 06:00:00",0.396428946972607,0.222192325452595,0.271413681143868,0.160355125977101,NA,"1a","1a","1a","1a","0a"
"2552","2026-04-17 07:00:00",0.576837110336596,0.259904526436304,0.350676181890741,0.259753036841533,NA,"1a","1a","1a","1a","0a"
"2553","2026-04-17 08:00:00",0.448907205763292,0.269253534308284,0.261559354737211,0.106755045711134,NA,"1a","1a","1a","1a","0a"
"2554","2026-04-17 09:00:00",0.365638201158309,0.200522969003063,0.23870616554074,0.178974269068232,NA,"1a","1a","1a","1a","0a"
"2555","2026-04-17 10:00:00",0.375343317823859,0.259619065625825,0.290099532824189,0.134507477865689,NA,"1a","1a","1a","1a","0a"
"2556","2026-04-17 11:00:00",0.404078673293906,0.202887998552343,0.254944773074218,0.150075155541587,NA,"1a","1a","1a","1a","0a"
"2557","2026-04-17 12:00:00",0.619622078909675,0.236684513419543,0.276947102922028,0.157776619169046,NA,"1a","1a","1a","1a","0a"
"2558","2026-04-17 13:00:00",0.52447637278852,0.304942657501201,0.270690920289431,0.109998272597842,NA,"1a","1a","1a","1a","0a"
"2559","2026-04-17 14:00:00",0.651799518926807,0.265789884256978,0.338625995333352,0.187132953379845,NA,"1a","1a","1a","1a","0a"
"2560","2026-04-17 15:00:00",0.600276992960586,0.149805903695372,0.271195797051851,0.207293669879877,NA,"1a","1a","1a","1a","0a"
"2561","2026-04-17 16:00:00",0.400587849625034,0.0250365452599167,0.0453759699077299,0.0670344157440619,NA,"1a","1a","1a","1a","0a"
"2562","2026-04-17 17:00:00",0.751988581177178,0.0158997164722947,0.0589025093103117,0.0692919861785227,NA,"1a","1a","1a","1a","0a"
"2563","2026-04-17 18:00:00",0.794367900374998,0.0965673232084326,0.0602123342142188,0.0702060606226109,NA,"1a","1a","1a","1a","0a"
"2564","2026-04-17 19:00:00",1.30118758428937,0.186052757037631,0.0357369528625044,0.133227186846293,0.000433988330855971,"1a","1a","1a","1a","1a"
"2565","2026-04-17 20:00:00",1.19400295726671,0.290464899601102,0.129957096353486,0.289377587758476,0.00685513910328301,"1a","1a","1a","1a","1a"
"2566","2026-04-17 21:00:00",1.19145772944899,0.227868005943053,0.0546780364075419,0.248294573243292,0.00597174303598895,"1a","1a","1a","1a","1a"
"2567","2026-04-17 22:00:00",1.2609531999817,0.757687665417607,0.104609469800115,0.251365056975765,NA,"1a","1a","1a","1a","0a"
"2568","2026-04-17 23:00:00",0.702948290206729,0.0827215257968225,0.0736669090885506,0.123162475631132,NA,"1a","1a","1a","1a","0a"
"2569","2026-04-18 00:00:00",0.716147813229589,0.0463934117576973,0.114642416899494,0.127805082379317,NA,"1a","1a","1a","1a","0a"
"2570","2026-04-18 01:00:00",0.550070495798805,0.107894958252001,0.149186694997115,0.15531416248613,NA,"1a","1a","1a","1a","0a"
"2571","2026-04-18 02:00:00",0.468279502710432,0.128140196757291,0.180206401168193,0.14492833358395,NA,"1a","1a","1a","1a","0a"
"2572","2026-04-18 03:00:00",0.492552407218319,0.166741965945469,0.208939022090544,0.129328073805207,NA,"1a","1a","1a","1a","0a"
"2573","2026-04-18 04:00:00",0.544030522098999,0.155289768113904,0.154775118164634,0.148535070512223,NA,"1a","1a","1a","1a","0a"
"2574","2026-04-18 05:00:00",0.479611584536421,0.130560530277973,0.16697741556087,0.186329294612132,NA,"1a","1a","1a","1a","0a"
"2575","2026-04-18 06:00:00",0.341318773037949,0.159398329578681,0.208758365178301,0.12374617282481,NA,"1a","1a","1a","1a","0a"
"2576","2026-04-18 07:00:00",0.673311565609685,0.0452621082628318,0.047332866475864,0.139416139380989,NA,"1a","1a","1a","1a","0a"
"2577","2026-04-18 08:00:00",0.0694527030166563,0.143701468203513,0.0909145936724201,0.0713790141225042,NA,"1a","1a","1a","1a","0a"
"2578","2026-04-18 09:00:00",0.267945413561819,0.0777387753849078,0.0916700448916072,0.0542591252845684,NA,"1a","1a","1a","1a","0a"
"2579","2026-04-18 10:00:00",0.201252495268815,0.113955792252397,0.183139377247055,0.0454833905192516,NA,"1a","1a","1a","1a","0a"
"2580","2026-04-18 11:00:00",0.311244931279245,0.138581658296933,0.105028534203365,0.0449972004749632,NA,"1a","1a","1a","1a","0a"
"2581","2026-04-18 12:00:00",0.604053387911863,0.0485189621409319,0.112766999639478,0.0548993032587956,NA,"1a","1a","1a","1a","0a"
"2582","2026-04-18 13:00:00",1.41038495094771,0.0829981299396098,0.112519450809212,0.101521406520111,NA,"1a","1a","1a","1a","0a"
"2583","2026-04-18 14:00:00",0.209071342776511,0.0638854272800054,0.0786277157693413,0.04983216410491,NA,"1a","1a","1a","1a","0a"
"2584","2026-04-18 15:00:00",0.971401673654035,0.0508053331407346,0.0410559095820336,0.0321674042902461,NA,"1a","1a","1a","1a","0a"
"2585","2026-04-18 16:00:00",0.704694333012955,0.0358948692091431,0.108467384190512,0.0573145078309032,NA,"1a","1a","1a","1a","0a"
"2586","2026-04-18 17:00:00",0.972863240017953,0.0694407666079119,0.0844188269002892,0.0850201177751491,0.000834102603632675,"1a","1a","1a","1a","1a"
"2587","2026-04-18 18:00:00",0.828317931696112,0.0843385792927441,0.163431136385324,0.119774648955379,NA,"1a","1a","1a","1a","0a"
"2588","2026-04-18 19:00:00",0.818928430965725,0.0707760225158043,0.0852096267274814,0.112365099160376,NA,"1a","1a","1a","1a","0a"
"2589","2026-04-18 20:00:00",1.001249767387,NA,0.110217176276852,0.173023101392709,NA,"1a","0a","1a","1a","0a"
"2590","2026-04-18 21:00:00",1.15240680239334,0.140236892920996,0.147107898517552,0.210175801543795,NA,"1a","1a","1a","1a","0a"
"2591","2026-04-18 22:00:00",1.29794724648619,0.103362777649373,0.175881813554272,0.281516970357646,NA,"1a","1a","1a","1a","0a"
"2592","2026-04-18 23:00:00",1.38202673091058,0.171411003668674,0.170615547434566,0.241702214778072,NA,"1a","1a","1a","1a","0a"
"2593","2026-04-19 00:00:00",1.07282132427374,0.23896664081549,0.170054572847451,0.212875200606121,NA,"1a","1a","1a","1a","0a"
"2594","2026-04-19 01:00:00",1.01766218186311,0.173850317928451,0.164733270457898,0.183647932965348,NA,"1a","1a","1a","1a","0a"
"2595","2026-04-19 02:00:00",0.727186767936359,0.127356141652313,0.131079576467799,0.18241252088187,NA,"1a","1a","1a","1a","0a"
"2596","2026-04-19 03:00:00",0.69410242143229,0.179382359872049,0.0498917180105131,0.158594409512718,NA,"1a","1a","1a","1a","0a"
"2597","2026-04-19 04:00:00",0.750515292702739,0.0488892505318106,0.0617495042626598,0.167005435296303,NA,"1a","1a","1a","1a","0a"
"2598","2026-04-19 05:00:00",0.648412417071012,0.0568151114761863,0.111312019519587,0.163287223562989,NA,"1a","1a","1a","1a","0a"
"2599","2026-04-19 06:00:00",0.525220777732403,0.194270990661516,0.148701006699995,0.154037410938972,NA,"1a","1a","1a","1a","0a"
"2600","2026-04-19 07:00:00",0.500133514208334,0.172186267637357,0.167352924526215,0.113851980321671,NA,"1a","1a","1a","1a","0a"
"2601","2026-04-19 08:00:00",0.359176919937123,NA,0.15438897793549,0.109342595120476,NA,"1a","0a","1a","1a","0a"
"2602","2026-04-19 09:00:00",0.432053811441933,0.1430338769871,0.128284495287715,0.104494138846027,NA,"1a","1a","1a","1a","0a"
"2603","2026-04-19 10:00:00",0.331867597828917,0.210092722534339,0.245705442254042,0.148238033677408,NA,"1a","1a","1a","1a","0a"
"2604","2026-04-19 11:00:00",0.420458458690342,0.156223359897917,0.269238080963253,0.165820450189974,NA,"1a","1a","1a","1a","0a"
"2605","2026-04-19 12:00:00",0.505593170655255,0.172915566532516,0.316864656728478,0.141837549378755,NA,"1a","1a","1a","1a","0a"
"2606","2026-04-19 13:00:00",0.577951865875934,NA,0.558227845101362,0.154055966843465,NA,"1a","0a","1a","1a","0a"
"2607","2026-04-19 14:00:00",0.814359772502113,0.486728108478755,1.02201432347117,0.252808738054568,NA,"1a","1a","1a","1a","0a"
"2608","2026-04-19 15:00:00",0.751744721587846,0.852318852178891,1.51639417350728,0.483557590296037,NA,"1a","1a","1a","1a","0a"
"2609","2026-04-19 16:00:00",0.782179901149234,0.69425852713108,1.11447062235843,0.202361107687283,NA,"1a","1a","1a","1a","0a"
"2610","2026-04-19 17:00:00",0.719483292189561,0.264870687339651,0.518276627103281,0.141507482362643,NA,"1a","1a","1a","1a","0a"
"2611","2026-04-19 18:00:00",0.938145062571753,0.329295270436541,0.532210776305605,0.144024637138779,NA,"1a","1a","1a","1a","0a"
"2612","2026-04-19 19:00:00",1.43825724059446,0.358921199931102,0.542618621303311,0.163133497116818,NA,"1a","1a","1a","1a","0a"
"2613","2026-04-19 20:00:00",3.07518997815234,0.435847456536567,0.355116643396677,0.231844057547985,NA,"1a","1a","1a","1a","0a"
"2614","2026-04-19 21:00:00",4.20122279104176,0.325227167392038,0.255430689813336,0.391983181198893,0.00545707798142058,"1a","1a","1a","1a","1a"
"2615","2026-04-19 22:00:00",2.64373890249014,0.364654291042824,0.308301600032444,0.325608721114232,NA,"1a","1a","1a","1a","0a"
"2616","2026-04-19 23:00:00",1.61105342592269,0.7204615402645,0.187815000313367,0.304191292151513,NA,"1a","1a","1a","1a","0a"
"2617","2026-04-20 00:00:00",1.96893485638202,0.304374526755685,0.277545212343911,0.360987986133064,NA,"1a","1a","1a","1a","0a"
"2618","2026-04-20 01:00:00",1.88020699239344,0.41927003728524,0.369463705609921,0.305465360768362,NA,"1a","1a","1a","1a","0a"
"2619","2026-04-20 02:00:00",2.70907776005783,0.296804424986853,0.243177489602009,0.51938327248602,NA,"1a","1a","1a","1a","0a"
